Saison,Spieler,Position,Alter,Marktwert,Nationalität,Abgebender Verein,Abgebende Liga,Aufnehmender Verein,Aufnehmende Liga,Ablöse
17,Carlos Eduardo,Attacking Midfield,29,2.75,Brazil,Atlético-MG,Série A,EC Vitória,Série A,free transfer
17,Justin Hoogma,Centre-Back,19,1.5,Netherlands,Heracles Almelo,Eredivisie,TSG Hoffenheim,Bundesliga,€2.70m
17,Zanka,Centre-Back,27,2.5,Denmark,FC Copenhagen,Superliga,Huddersfield,Premier League,€2.70m
17,Cyrus Christie,Right-Back,24,1.0,Ireland,Derby,Championship,Middlesbrough,Championship,€2.80m
17,Gianluca Di Chiara,Left-Back,23,1.3,Italy,Perugia,Serie B,Benevento,Serie A,€2.80m
17,Vyacheslav Karavaev,Right-Back,22,2.8,Russia,Sparta Prague,HET Liga,Vitesse,Eredivisie,€1.50m
17,Jacopo Dezi,Central Midfield,25,2.8,Italy,Napoli,Serie A,Parma,Serie B,loan transfer
17,Isaac Kiese Thelin,Centre-Forward,25,1.5,Sweden,G. Bordeaux,Ligue 1,RSC Anderlecht,JPL,€2.75m
17,Jaroslaw Jach,Centre-Back,23,2.0,Poland,Zaglebie Lubin,Ekstraklasa,Crystal Palace,Premier League,€2.75m
17,Andre Wisdom,Right-Back,24,2.75,England,Liverpool,Premier League,Derby,Championship,€2.30m
17,Junior Fernandes,Centre-Forward,29,2.75,Chile,Dinamo Zagreb,SuperSport HNL,Alanyaspor,Süper Lig,€2.00m
17,Rithely,Defensive Midfield,27,2.75,Brazil,Sport Recife,Série A,Internacional,Série A,Loan fee:€300k
17,Jón Dadi Bödvarsson,Centre-Forward,25,2.75,Iceland,Wolves,Championship,Reading,Championship,?
17,Lamine Sané,Centre-Back,30,2.75,Senegal,Werder Bremen,Bundesliga,Orlando,MLS,?
17,Marvin Johnson,Left Midfield,26,5.0,England,Oxford United,League One,Middlesbrough,Championship,€2.70m
17,Claudemir,Defensive Midfield,29,2.0,Brazil,Club Brugge,JPL,Al-Ahli,Saudi Pro League,€2.70m
17,Thomas Heurtaux,Centre-Back,29,2.7,France,Udinese Calcio,Serie A,Hellas Verona,Serie A,loan transfer
17,Krépin Diatta,Right Winger,18,1.0,Senegal,Sarpsborg 08,Eliteserien,Club Brugge,JPL,€2.65m
17,Ignacio Scocco,Centre-Forward,32,2.5,Argentina,Newell's,Superliga,River Plate,Superliga,€2.60m
17,Zhongguo Chi,Defensive Midfield,28,2.5,China,YB Funde,League One,BJ Guoan,Super League,€2.60m
17,Boxuan Song,Left Midfield,28,1.5,China,BJ Guoan,Super League,TJ Quanjian,Super League,€2.60m
17,Junjie Wen,Centre-Back,20,1.0,China,ZJ Greentown,League One,TJ Quanjian,Super League,€2.55m
17,Josué Colmán,Left Winger,19,2.5,Paraguay,Cerro Porteño,Primera División Clausura,Orlando,MLS,€2.55m
17,Marco Terrazzino,Second Striker,26,1.5,Germany,TSG Hoffenheim,Bundesliga,SC Freiburg,Bundesliga,€2.50m
17,Damien Marcq,Centre-Back,28,1.7,France,R Charleroi SC,JPL,KAA Gent,JPL,€2.50m
17,Luka Ilic,Attacking Midfield,18,0,Serbia,Red Star,Super liga,Man City,Premier League,€2.50m
17,Lumor Agbenyenu,Left-Back,21,8.0,Ghana,Portimonense,Liga NOS,Sporting CP,Liga NOS,€2.50m
17,Maximiliano Olivera,Left-Back,25,1.5,Uruguay,Peñarol,Primera División Clausura,Fiorentina,Serie A,€2.50m
17,Sebastián Cristóforo,Central Midfield,23,2.7,Uruguay,Sevilla FC,LaLiga,Fiorentina,Serie A,€2.50m
17,Maicón,Right Winger,27,2.7,Brazil,Loko Moscow,Premier Liga,Antalyaspor,Süper Lig,free transfer
17,Shuai Pei,Defensive Midfield,24,2.75,China,CC Yatai,Super League,TJ Quanjian,Super League,€2.63m
17,Vanja Milinković-Savić,Goalkeeper,20,1.5,Serbia,Lechia Gdansk,Ekstraklasa,Torino,Serie A,€2.60m
17,Mijo Caktas,Attacking Midfield,25,2.6,Croatia,Rubin Kazan,Premier Liga,Hajduk Split,SuperSport HNL,free transfer
17,Dragan Boskovic,Centre-Forward,31,6.5,Montenegro,Bangkok Utd.,Thai League,Port FC,Thai League,€2.58m
17,Zhipeng Jiang,Left-Back,28,8.5,China,GZ R&F,Super League,HB CFFC,Super League,€2.55m
17,Karim Rekik,Centre-Back,22,2.5,Netherlands,Marseille,Ligue 1,Hertha BSC,Bundesliga,€2.50m
17,Aílton,Left-Back,22,8.0,Brazil,Estoril Praia,Liga NOS,VfB Stuttgart,Bundesliga,€2.50m
17,Pieros Sotiriou,Centre-Forward,24,2.5,Cyprus,APOEL Nicosia,Protathlima Cyta,FC Copenhagen,Superliga,€2.50m
17,Mile Svilar,Goalkeeper,18,3.5,Serbia,RSC Anderlecht,JPL,Benfica,Liga NOS,€2.50m
17,Philipp Wollscheid,Centre-Back,28,2.5,Germany,Stoke City,Premier League,FC Metz,Ligue 1,€2.50m
17,Nicolas Moumi Ngamaleu,Left Winger,23,8.0,Cameroon,SCR Altach,Bundesliga,BSC Young Boys,Super League,€2.50m
17,Gabriel Silva,Left-Back,26,2.5,Brazil,Udinese Calcio,Serie A,Saint-Étienne,Ligue 1,€2.50m
17,Ibrahima Cissé,Defensive Midfield,23,2.0,Guinea,Standard Liège,JPL,Fulham,Championship,€2.50m
17,César Falletti,Attacking Midfield,24,2.0,Uruguay,Luqueño,Primera División Clausura,Bologna,Serie A,€2.50m
17,Lucas Orbán,Centre-Back,28,2.0,Argentina,Genoa,Serie A,Racing Club,Superliga,€2.50m
17,Carlinhos,Attacking Midfield,23,7.5,Brazil,Estoril Praia,Liga NOS,Standard Liège,JPL,€2.50m
17,Carlos Fierro,Left Winger,23,1.5,Mexico,Chivas,Liga MX Apertura,CD Cruz Azul,Liga MX Apertura,€2.50m
17,Alexis Pérez,Centre-Back,23,8.0,Colombia,Junior FC,Liga DIMAYOR II,Querétaro FC,Liga MX Apertura,€2.50m
17,Jonatan Álvez,Centre-Forward,29,2.0,Uruguay,Barcelona SC,Serie A Segunda Etapa,Junior FC,Liga DIMAYOR II,€2.50m
17,Jonathan Walters,Right Winger,33,2.5,Ireland,Stoke City,Premier League,Burnley,Premier League,€2.30m
17,Lasse Vibe,Centre-Forward,30,2.5,Denmark,Brentford,Championship,CC Yatai,Super League,€2.27m
17,Luca Rossettini,Centre-Back,32,2.5,Italy,Torino,Serie A,Genoa,Serie A,€2.00m
17,Pedro Henrique,Centre-Back,25,2.5,Brazil,Cianorte,Without Club,Vit. Guimarães,Liga NOS,€2.00m
17,David,Left Winger,22,1.5,Brazil,EC Vitória,Série A,Cruzeiro,Série A,€2.50m
17,Quenten Martinus,Left Winger,26,1.1,Curacao,Yokohama F. M.,J1 League,Urawa Reds,J1 League,€2.50m
17,Benjamin Lecomte,Goalkeeper,26,2.5,France,FC Lorient,Ligue 2,Montpellier,Ligue 1,€2.50m
17,Ales Mateju,Right-Back,21,1.25,Czech Republic,Viktoria Plzen,HET Liga,Brighton,Premier League,€2.50m
17,Zinho Gano,Centre-Forward,23,1.2,Guinea-Bissau,Waasland-Beveren,JPL,KV Oostende,JPL,€2.50m
17,Djené,Centre-Back,25,8.0,Togo,Sint-Truiden,JPL,Getafe,LaLiga,€2.50m
17,Jean-Claude Billong,Centre-Back,24,4.0,Cameroon,NK Maribor,Prva Liga,Benevento,Serie A,€2.50m
17,Ivan Ilić,Central Midfield,16,0.5,Serbia,Red Star U17,Kadetska liga,Man City U18,U18 Premier League,€2.50m
17,Vito Mannone,Goalkeeper,29,2.5,Italy,Sunderland,Championship,Reading,Championship,€2.30m
17,Paolo Faragò,Central Midfield,24,2.5,Italy,Novara,Serie B,Cagliari Calcio,Serie A,€2.30m
17,Josué Sá,Centre-Back,25,2.5,Portugal,Vit. Guimarães,Liga NOS,RSC Anderlecht,JPL,€2.20m
17,Valon Behrami,Defensive Midfield,32,2.5,Switzerland,Watford,Premier League,Udinese Calcio,Serie A,€2.00m
17,Samuel Armenteros,Centre-Forward,27,2.5,Sweden,Heracles Almelo,Eredivisie,Benevento,Serie A,€2.00m
17,Glenn Whelan,Defensive Midfield,33,2.5,Ireland,Stoke City,Premier League,Aston Villa,Championship,€1.70m
17,Hany Mukhtar,Attacking Midfield,22,2.5,Germany,Benfica,Liga NOS,Bröndby IF,Superliga,€1.50m
17,Diogo Barbosa,Left-Back,25,2.5,Brazil,Coimbra,Without Club,Palmeiras,Série A,€1.50m
17,Alexander Scholz,Centre-Back,25,2.5,Denmark,Standard Liège,JPL,Club Brugge,JPL,€1.50m
17,Javier Correa,Centre-Forward,25,2.5,Argentina,Godoy Cruz,Superliga,Colon,Superliga,€1.20m
17,Fernando Monetti,Goalkeeper,28,2.5,Argentina,Lanús,Superliga,Atl. Nacional,Liga DIMAYOR II,€1.15m
17,Liam Bridcutt,Defensive Midfield,28,2.5,Scotland,Leeds,Championship,Nottm Forest,Championship,Loan fee:€1.10m
17,Paul Baysse,Centre-Back,29,2.5,France,Málaga CF,LaLiga,G. Bordeaux,Ligue 1,€1.00m
17,Bryan Linssen,Centre-Forward,26,2.5,Netherlands,FC Groningen,Eredivisie,Vitesse,Eredivisie,€1.00m
17,Justin Meram,Left Winger,29,2.5,Iraq,Columbus Crew,MLS,Orlando,MLS,€910k
17,Simon Tibbling,Central Midfield,22,2.5,Sweden,FC Groningen,Eredivisie,Bröndby IF,Superliga,€700k
17,Bruno González,Centre-Back,27,2.5,Spain,Real Betis,LaLiga,Getafe,LaLiga,€600k
17,Cameron Jerome,Centre-Forward,31,2.5,Grenada,Norwich,Championship,Derby,Championship,€1.70m
17,Leonardo Sigali,Centre-Back,30,2.5,Argentina,Dinamo Zagreb,SuperSport HNL,Racing Club,Superliga,€1.68m
17,Jonas Martin,Defensive Midfield,27,2.5,France,Real Betis,LaLiga,R. Strasbourg,Ligue 1,€1.50m
17,Frédéric Guilbert,Right-Back,22,2.5,France,G. Bordeaux,Ligue 1,SM Caen,Ligue 1,€1.50m
17,Enrique Triverio,Centre-Forward,28,2.5,Argentina,Toluca,Liga MX Apertura,Racing Club,Superliga,€1.25m
17,Richairo Zivkovic,Left Winger,20,2.5,Curacao,Ajax,Eredivisie,KV Oostende,JPL,€1.20m
17,Stefan Ristovski,Right-Back,25,2.5,North Macedonia,HNK Rijeka,SuperSport HNL,Sporting CP,Liga NOS,Loan fee:€1.10m
17,David Accam,Right Winger,27,2.5,Ghana,Chicago,MLS,Philadelphia,MLS,€1.09m
17,Miroslav Stoch,Left Winger,27,2.5,Slovakia,Fenerbahce,Süper Lig,Slavia Prague,HET Liga,€1.00m
17,Chisamba Lungu,Left Winger,26,2.5,Zambia,Ural,Premier Liga,Alanyaspor,Süper Lig,€1.00m
17,Yoel Rodríguez,Goalkeeper,28,2.5,Spain,Valencia,LaLiga,SD Eibar,LaLiga,€750k
17,Tito,Right-Back,31,2.5,Spain,Granada CF,2ª División,CD Leganés,LaLiga,€600k
17,Curtis Davies,Centre-Back,32,2.5,Sierra Leone,Hull City,Championship,Derby,Championship,€570k
17,Cristiano Biraghi,Left-Back,24,2.5,Italy,Pescara,Serie B,Fiorentina,Serie A,Loan fee:€500k
17,Víctor Ibarbo,Second Striker,27,2.5,Colombia,Cagliari Calcio,Serie A,Sagan Tosu,J1 League,€500k
17,Gelson Fernandes,Defensive Midfield,30,2.5,Switzerland,Stade Rennais,Ligue 1,E. Frankfurt,Bundesliga,€350k
17,Ahmad Benali,Central Midfield,25,2.5,Libya,Pescara,Serie B,Crotone,Serie A,Loan fee:€300k
17,Marko Livaja,Centre-Forward,23,2.5,Croatia,UD Las Palmas,LaLiga,AEK Athens,Super League 1,Loan fee:€200k
17,Bruno Varela,Goalkeeper,22,2.5,Cape Verde,Vitória Setúbal,Liga NOS,Benfica,Liga NOS,€100k
17,Ante Rebić,Left Winger,23,2.5,Croatia,Fiorentina,Serie A,E. Frankfurt,Bundesliga,loan transfer
17,Holger Badstuber,Centre-Back,28,2.5,Germany,Bayern Munich,Bundesliga,VfB Stuttgart,Bundesliga,free transfer
17,Stefan Ristovski,Right-Back,25,2.5,North Macedonia,Spezia Calcio,Serie B,HNK Rijeka,SuperSport HNL,?
17,Peter Whittingham,Central Midfield,32,2.5,England,Cardiff,Championship,Blackburn,League One,free transfer
17,Cristian Espinoza,Right Winger,22,2.5,Argentina,Villarreal,LaLiga,Boca Juniors,Superliga,loan transfer
17,Sidcley,Left-Back,24,2.5,Brazil,Atlético-PR,Série A,Corinthians,Série A,loan transfer
17,Josip Elez,Centre-Back,23,2.5,Croatia,HNK Rijeka,SuperSport HNL,Hannover 96,Bundesliga,Loan fee:€500k
17,Paolo Hurtado,Attacking Midfield,26,2.5,Peru,Reading,Championship,Vit. Guimarães,Liga NOS,€500k
17,Luciano,Second Striker,24,2.5,Brazil,Corinthians,Série A,CD Leganés,LaLiga,Loan fee:€450k
17,Marco Fossati,Central Midfield,24,2.5,Italy,Cagliari Calcio,Serie A,Hellas Verona,Serie A,€300k
17,Carlos Sánchez,Defensive Midfield,31,2.5,Colombia,Fiorentina,Serie A,Espanyol,LaLiga,Loan fee:€200k
17,Rodrigo Moledo,Centre-Back,30,2.5,Brazil,Panathinaikos,Super League 1,Internacional,Série A,€150k
17,Andraz Sporar,Centre-Forward,23,2.5,Slovenia,FC Basel,Super League,Arm. Bielefeld,2. Bundesliga,loan transfer
17,Uros Spajic,Centre-Back,24,2.5,Serbia,Toulouse,Ligue 1,RSC Anderlecht,JPL,?
17,Russell Martin,Centre-Back,32,2.5,Scotland,Norwich,Championship,Rangers,Premiership,loan transfer
17,Jordi Amat,Centre-Back,25,2.5,Indonesia,Swansea,Premier League,Real Betis,LaLiga,loan transfer
17,Carlos Tevez,Centre-Forward,33,2.5,Argentina,SH Shenhua,Super League,Boca Juniors,Superliga,free transfer
17,Zeca,Central Midfield,28,2.5,Greece,Panathinaikos,Super League 1,FC Copenhagen,Superliga,?
17,Jean-Christophe Bahebeck,Centre-Forward,24,2.5,France,Paris SG,Ligue 1,FC Utrecht,Eredivisie,loan transfer
17,Luciano,Second Striker,24,2.5,Brazil,CD Leganés,LaLiga,Panathinaikos,Super League 1,loan transfer
17,Robbin Ruiter,Goalkeeper,30,2.5,Netherlands,FC Utrecht,Eredivisie,Sunderland,Championship,free transfer
17,Gabriel Torje,Right Winger,28,2.5,Romania,Akhmat Grozny,Premier Liga,FC Dinamo,Liga 1,loan transfer
17,Sam Gallagher,Centre-Forward,21,2.5,England,Southampton,Premier League,Birmingham,Championship,loan transfer
17,Danijel Milicevic,Attacking Midfield,32,2.5,Bosnia-Herzegovina,KAA Gent,JPL,FC Metz,Ligue 1,loan transfer
17,Cafú,Central Midfield,24,2.5,Portugal,FC Lorient,Ligue 2,FC Metz,Ligue 1,?
17,Sammy Ameobi,Left Winger,25,2.5,England,Newcastle,Premier League,Bolton,Championship,free transfer
17,Oscar Trejo,Attacking Midfield,29,2.5,Argentina,Toulouse,Ligue 1,Rayo Vallecano,2ª División,free transfer
17,Josh Onomah,Central Midfield,20,2.5,England,Tottenham,Premier League,Aston Villa,Championship,loan transfer
17,Lassana Diarra,Defensive Midfield,32,2.5,France,Al-Jazira,UAE Pro League,Paris SG,Ligue 1,free transfer
17,Bersant Celina,Attacking Midfield,20,2.5,Kosovo,Man City,Premier League,Ipswich,Championship,loan transfer
17,Cléber Reis,Centre-Back,26,2.5,Brazil,Santos,Série A,Coritiba FC,Série A,loan transfer
17,Alisson,Central Midfield,24,2.5,Brazil,Cruzeiro,Série A,Grêmio,Série A,?
17,Jagos Vukovic,Centre-Back,29,2.5,Serbia,Olympiacos,Super League 1,Hellas Verona,Serie A,loan transfer
17,Marc Wilson,Centre-Back,30,2.5,Ireland,Bournemouth,Premier League,Sunderland,Championship,free transfer
17,Adryan,Attacking Midfield,22,2.5,Brazil,Flamengo,Série A,FC Sion,Super League,free transfer
17,Jérémie Boga,Left Winger,20,2.5,Cote d'Ivoire,Chelsea U23,Premier League 2,Birmingham,Championship,loan transfer
17,Nolan Roux,Centre-Forward,29,2.5,France,Saint-Étienne,Ligue 1,FC Metz,Ligue 1,?
17,Zach Clough,Left Winger,22,2.5,England,Nottm Forest,Championship,Bolton,Championship,loan transfer
17,Javi Ontiveros,Left Winger,20,2.5,Spain,Málaga CF,LaLiga,Real Valladolid,2ª División,loan transfer
17,Baiano,Right-Back,30,2.5,Brazil,SC Braga,Liga NOS,Rayo Vallecano,2ª División,free transfer
17,Emmanuel Emenike,Centre-Forward,30,2.5,Nigeria,Olympiacos,Super League 1,UD Las Palmas,LaLiga,loan transfer
17,Mathieu Debuchy,Right-Back,32,2.5,France,Arsenal,Premier League,Saint-Étienne,Ligue 1,free transfer
17,Stefanos Kapino,Goalkeeper,23,2.5,Greece,Olympiacos,Super League 1,Nottm Forest,Championship,free transfer
17,Alberto Cerri,Centre-Forward,21,2.5,Italy,Juventus,Serie A,Perugia,Serie B,loan transfer
17,Mariusz Stepinski,Centre-Forward,22,2.5,Poland,FC Nantes,Ligue 1,Chievo Verona,Serie A,loan transfer
17,Oliver Norwood,Central Midfield,26,2.5,Northern Ireland,Brighton,Premier League,Fulham,Championship,loan transfer
17,Tommy Elphick,Centre-Back,30,2.5,England,Aston Villa,Championship,Reading,Championship,loan transfer
17,Aleksey Ionov,Right Winger,28,2.5,Russia,Dinamo Moscow,Premier Liga,Rostov,Premier Liga,free transfer
17,Enzo Zidane,Attacking Midfield,22,2.5,France,RM Castilla,2ª B - Grupo I,Alavés,LaLiga,free transfer
17,Florent Hadergjonaj,Right-Back,23,2.5,Kosovo,FC Ingolstadt,2. Bundesliga,Huddersfield,Premier League,loan transfer
17,Joe Mason,Centre-Forward,26,2.5,Ireland,Wolves,Championship,Colorado,MLS,loan transfer
17,Milos Kosanovic,Centre-Back,27,2.5,Serbia,Standard Liège,JPL,Göztepe,Süper Lig,loan transfer
17,Paulinho,Centre-Forward,31,2.5,Brazil,Al-Arabi SC,Stars League,Cremonese,Serie B,free transfer
17,Pelé,Defensive Midfield,25,2.5,Guinea-Bissau,Benfica B,Ledman LigaPro,Rio Ave,Liga NOS,?
17,Michael Santos,Centre-Forward,24,2.5,Uruguay,Málaga CF,LaLiga,Sporting Gijón,2ª División,loan transfer
17,Luca Rizzo,Central Midfield,25,2.5,Italy,Bologna,Serie A,SPAL,Serie A,loan transfer
17,Fidel Martínez,Left Winger,27,2.5,Ecuador,Atlas,Liga MX Apertura,Peñarol,Primera División Clausura,loan transfer
17,Timothy Fosu-Mensah,Right-Back,19,2.5,Netherlands,Man Utd,Premier League,Crystal Palace,Premier League,loan transfer
17,Igor Denisov,Defensive Midfield,33,2.5,Russia,Dinamo Moscow,Premier Liga,Loko Moscow,Premier Liga,free transfer
17,Ezequiel Ponce,Centre-Forward,20,2.5,Argentina,AS Roma,Serie A,LOSC Lille,Ligue 1,loan transfer
17,Juankar,Left-Back,27,2.5,Spain,SC Braga,Liga NOS,Málaga CF,LaLiga,free transfer
17,Álvaro Medrán,Central Midfield,23,2.5,Spain,Valencia,LaLiga,Alavés,LaLiga,loan transfer
17,Emiliano Marcondes,Attacking Midfield,22,2.5,Denmark,Nordsjaelland,Superliga,Brentford,Championship,free transfer
17,Lacina Traoré,Centre-Forward,27,2.5,Cote d'Ivoire,Monaco,Ligue 1,Amiens SC,Ligue 1,loan transfer
17,Gabriel Torje,Right Winger,27,2.5,Romania,Akhmat Grozny,Premier Liga,Karabükspor,Süper Lig,loan transfer
17,Erwin Mulder,Goalkeeper,28,2.5,Netherlands,Heerenveen,Eredivisie,Swansea,Premier League,free transfer
17,Yamil Asad,Left Winger,23,2.5,Argentina,Vélez Sarsfield,Superliga,D.C. United,MLS,loan transfer
17,Soslan Dzhanaev,Goalkeeper,30,2.5,Russia,Rostov,Premier Liga,Rubin Kazan,Premier Liga,free transfer
17,Serdar Gürler,Left Winger,25,2.5,Türkiye,Genclerbirligi,Süper Lig,Osmanlispor FK,Süper Lig,free transfer
17,Mehdi Carcela-González,Right Winger,28,2.5,Morocco,Granada CF,2ª División,Standard Liège,JPL,loan transfer
17,Carlos Peña,Attacking Midfield,27,2.5,Mexico,Rangers,Premiership,CD Cruz Azul,Liga MX Apertura,loan transfer
17,Guilherme,Attacking Midfield,26,2.5,Brazil,Legia Warszawa,Ekstraklasa,Benevento,Serie A,free transfer
17,Achraf Lazaar,Left Midfield,25,2.5,Morocco,Newcastle,Premier League,Benevento,Serie A,loan transfer
17,Jordon Mutch,Central Midfield,26,2.5,England,Crystal Palace,Premier League,Vancouver,MLS,loan transfer
17,Marcelo Díaz,Defensive Midfield,30,2.5,Chile,Celta de Vigo,LaLiga,UNAM Pumas,Liga MX Apertura,free transfer
17,Nílton,Defensive Midfield,30,2.5,Brazil,Vissel Kobe,J1 League,EC Bahia,Série A,free transfer
17,Aílton,Centre-Forward,32,2.5,Brazil,Al-Jazira,UAE Pro League,Al-Dhafra FC,UAE Pro League,free transfer
17,Héctor Canteros,Central Midfield,28,2.5,Argentina,Flamengo,Série A,Chapecoense,Série A,loan transfer
17,Leonardo,Left Winger,30,2.5,Brazil,Al-Jazira,UAE Pro League,Al-Nassr,Saudi Pro League,loan transfer
17,Matheus Dória,Centre-Back,23,2.5,Brazil,Marseille,Ligue 1,Y. Malatyaspor,Süper Lig,loan transfer
17,Dorin Rotariu,Right Winger,22,2.5,Romania,Club Brugge,JPL,Mouscron,JPL,loan transfer
17,Sebastian Larsson,Central Midfield,32,2.5,Sweden,Sunderland,Championship,Hull City,Championship,free transfer
17,Nicola Leali,Goalkeeper,24,2.5,Italy,Juventus,Serie A,Zulte Waregem,JPL,loan transfer
17,Keisuke Honda,Attacking Midfield,31,2.5,Japan,AC Milan,Serie A,Pachuca,Liga MX Apertura,free transfer
17,Sandro,Central Midfield,28,2.5,Brazil,Antalyaspor,Süper Lig,Benevento,Serie A,loan transfer
17,Felipe Gutiérrez,Central Midfield,27,2.5,Chile,Real Betis,LaLiga,Kansas City,MLS,free transfer
17,Leandro Damião,Centre-Forward,28,2.5,Brazil,Santos,Série A,Internacional,Série B,loan transfer
17,Adrian Mierzejewski,Attacking Midfield,30,2.5,Poland,Sharjah FC,UAE Pro League,Sydney FC,A-League,free transfer
17,Gastón Guruceaga,Goalkeeper,22,2.5,Uruguay,Peñarol,Primera División Clausura,Guaraní,Primera División Clausura,loan transfer
17,Augusto Batalla,Goalkeeper,21,2.5,Argentina,River Plate,Superliga,Atl. Tucumán,Superliga,loan transfer
17,Gerson Acevedo,Central Midfield,29,2.5,Chile,Kairat Almaty,Premier Liga,CD Iquique,Torneo Transición,free transfer
17,Miguel Lopes,Right-Back,30,2.5,Portugal,Sporting CP,Liga NOS,Akhisarspor,Süper Lig,free transfer
17,Nacer Barazite,Attacking Midfield,27,2.5,Netherlands,FC Utrecht,Eredivisie,Y. Malatyaspor,Süper Lig,free transfer
17,Gerard Gohou,Centre-Forward,29,2.5,Rwanda,Kairat Almaty,Premier Liga,BJ Enterprises,League One,free transfer
17,Danilo Asprilla,Right Winger,28,2.5,Colombia,Al-Ain,UAE Pro League,Al-Fayha,Saudi Pro League,loan transfer
17,Hamari Traoré,Right-Back,25,2.0,Mali,Stade Reims,Ligue 2,Stade Rennais,Ligue 1,€2.40m
17,Pavel Mogilevets,Central Midfield,25,2.4,Russia,Rostov,Premier Liga,Rubin Kazan,Premier Liga,€2.00m
17,Sebastián Palacios,Right Winger,25,2.4,Argentina,Pachuca,Liga MX Apertura,CA Talleres,Superliga,loan transfer
17,Andrei Girotto,Centre-Back,25,1.0,Brazil,Tombense,Without Club,FC Nantes,Ligue 1,€2.30m
17,Edgar Elizalde,Centre-Back,17,5.0,Uruguay,Wanderers,Primera División Clausura,Pescara,Serie B,€2.30m
17,Gaetano Letizia,Right-Back,27,2.3,Italy,Carpi,Serie B,Benevento,Serie A,€1.75m
17,Camillo Ciano,Right Winger,27,2.3,Italy,Cesena,Serie B,Frosinone,Serie B,€1.30m
17,Ricardo Vaz Tê,Right Winger,30,2.3,Portugal,Akhisarspor,Süper Lig,HN Jianye,Super League,free transfer
17,Luca Cigarini,Defensive Midfield,31,2.0,Italy,Sampdoria,Serie A,Cagliari Calcio,Serie A,€2.26m
17,Mateusz Klich,Central Midfield,27,2.25,Poland,Twente FC,Eredivisie,Leeds,Championship,€1.70m
17,Dimitri Oberlin,Centre-Forward,19,2.25,Switzerland,RB Salzburg,Bundesliga,FC Basel,Super League,Loan fee:€700k
17,Muriqui,Left Winger,31,2.5,Brazil,GZ Evergrande,Super League,MX Techand,League One,free transfer
17,Darwin Quintero,Attacking Midfield,30,2.5,Colombia,América,Liga MX Apertura,Minnesota,MLS,?
17,Dennis Johnsen,Left Winger,19,1.0,Norway,Heerenveen,Eredivisie,Ajax U21,Jupiler League,€2.40m
17,Santiago Rosales,Left Winger,22,2.4,Argentina,Racing Club,Superliga,Olimpia,Primera División Clausura,Loan fee:€500k
17,Daryl Murphy,Centre-Forward,34,1.5,Ireland,Newcastle,Premier League,Nottm Forest,Championship,€2.30m
17,Eldin Jakupović,Goalkeeper,32,1.0,Switzerland,Hull City,Championship,Leicester,Premier League,€2.30m
17,Vid Belec,Goalkeeper,27,2.3,Slovenia,Carpi,Serie B,Benevento,Serie A,€1.75m
17,Víctor Salazar,Right-Back,24,2.3,Argentina,Rosario Central,Superliga,San Lorenzo,Superliga,€1.65m
